 2023-12-05 14:42:15,265 - '\x03'
 2023-12-05 14:42:15,265 - '\x03'
 2023-12-05 14:42:31,736 - 'c'
 2023-12-05 14:42:31,736 - 'c'
 2023-12-05 14:42:31,895 - 'h'
 2023-12-05 14:42:31,895 - 'h'
 2023-12-05 14:42:32,064 - 'a'
 2023-12-05 14:42:32,064 - 'a'
 2023-12-05 14:42:32,188 - 't'
 2023-12-05 14:42:32,188 - 't'
 2023-12-05 14:42:32,419 - 'g'
 2023-12-05 14:42:32,419 - 'g'
 2023-12-05 14:42:32,745 - Key.backspace
 2023-12-05 14:42:32,745 - Key.backspace
 2023-12-05 14:42:33,259 - Key.backspace
 2023-12-05 14:42:33,259 - Key.backspace
 2023-12-05 14:42:33,286 - Key.backspace
 2023-12-05 14:42:33,286 - Key.backspace
 2023-12-05 14:42:33,311 - Key.backspace
 2023-12-05 14:42:33,319 - Key.backspace
 2023-12-05 14:42:33,343 - Key.backspace
 2023-12-05 14:42:33,343 - Key.backspace
 2023-12-05 14:42:33,372 - Key.backspace
 2023-12-05 14:42:33,372 - Key.backspace
 2023-12-05 14:42:33,403 - Key.backspace
 2023-12-05 14:42:33,403 - Key.backspace
 2023-12-05 14:42:33,520 - Key.ctrl_l
 2023-12-05 14:42:33,520 - Key.ctrl_l
 2023-12-05 14:42:33,813 - '\x16'
 2023-12-05 14:42:33,813 - '\x16'
 2023-12-05 14:42:34,173 - Key.enter
 2023-12-05 14:42:34,173 - Key.enter
 2023-12-05 14:43:22,686 - Key.ctrl_l
 2023-12-05 14:43:22,687 - Key.ctrl_l
 2023-12-05 14:43:23,236 - '\x03'
 2023-12-05 14:43:23,236 - '\x03'
 2023-12-05 14:43:28,668 - 'c'
 2023-12-05 14:43:28,668 - 'c'
 2023-12-05 14:43:28,796 - 'h'
 2023-12-05 14:43:28,796 - 'h'
 2023-12-05 14:43:28,992 - 'a'
 2023-12-05 14:43:28,992 - 'a'
 2023-12-05 14:43:29,102 - 't'
 2023-12-05 14:43:29,102 - 't'
 2023-12-05 14:43:29,308 - 'g'
 2023-12-05 14:43:29,309 - 'g'
 2023-12-05 14:43:29,632 - Key.enter
 2023-12-05 14:43:29,631 - Key.enter
 2023-12-05 14:43:32,019 - Key.ctrl_l
 2023-12-05 14:43:32,019 - Key.ctrl_l
 2023-12-05 14:43:32,373 - '\x16'
 2023-12-05 14:43:32,373 - '\x16'
 2023-12-05 14:43:32,892 - Key.enter
 2023-12-05 14:44:16,554 - Key.ctrl_l
 2023-12-05 14:44:16,863 - Key.space
 2023-12-05 14:44:16,865 - Key.space
 2023-12-05 14:44:26,804 - Key.ctrl_l
 2023-12-05 14:44:27,264 - '\x03'
 2023-12-05 14:44:27,264 - '\x03'
 2023-12-05 14:44:31,836 - Key.ctrl_l
 2023-12-05 14:44:32,261 - '\x16'
 2023-12-05 14:44:32,261 - '\x16'
 2023-12-05 14:44:32,653 - Key.enter
 2023-12-05 14:44:32,653 - Key.enter
 2023-12-05 14:45:06,488 - 'c'
 2023-12-05 14:45:06,488 - 'c'
 2023-12-05 14:45:06,686 - 'm'
 2023-12-05 14:45:06,686 - 'm'
 2023-12-05 14:45:06,853 - 'd'
 2023-12-05 14:45:06,854 - 'd'
 2023-12-05 14:45:08,186 - Key.enter
 2023-12-05 14:45:08,186 - Key.enter
 2023-12-05 14:45:12,279 - 'p'
 2023-12-05 14:45:12,279 - 'p'
 2023-12-05 14:45:12,608 - 'y'
 2023-12-05 14:45:12,608 - 'y'
 2023-12-05 14:45:12,844 - 't'
 2023-12-05 14:45:12,844 - 't'
 2023-12-05 14:45:13,047 - 'h'
 2023-12-05 14:45:13,047 - 'h'
 2023-12-05 14:45:13,376 - 'o'
 2023-12-05 14:45:13,376 - 'o'
 2023-12-05 14:45:13,611 - 'n'
 2023-12-05 14:45:13,611 - 'n'
 2023-12-05 14:45:15,134 - Key.caps_lock
 2023-12-05 14:45:15,134 - Key.caps_lock
 2023-12-05 14:45:15,558 - '"'
 2023-12-05 14:45:15,558 - '"'
 2023-12-05 14:45:15,652 - Key.caps_lock
 2023-12-05 14:45:15,652 - Key.caps_lock
 2023-12-05 14:45:15,981 - Key.space
 2023-12-05 14:45:15,981 - Key.space
 2023-12-05 14:45:18,555 - 'm'
 2023-12-05 14:45:18,555 - 'm'
 2023-12-05 14:45:18,696 - 'a'
 2023-12-05 14:45:18,696 - 'a'
 2023-12-05 14:45:18,899 - 'i'
 2023-12-05 14:45:18,899 - 'i'
 2023-12-05 14:45:19,103 - 'n'
 2023-12-05 14:45:19,103 - 'n'
 2023-12-05 14:45:19,464 - Key.shift
 2023-12-05 14:45:19,480 - Key.shift
 2023-12-05 14:45:19,742 - '.'
 2023-12-05 14:45:19,742 - '.'
 2023-12-05 14:45:20,045 - 'p'
 2023-12-05 14:45:20,045 - 'p'
 2023-12-05 14:45:20,344 - 'y'
 2023-12-05 14:45:20,344 - 'y'
 2023-12-05 14:45:20,721 - Key.enter
 2023-12-05 14:46:49,658 - 'l'
 2023-12-05 14:46:49,658 - 'l'
 2023-12-05 14:46:50,049 - Key.enter
 2023-12-05 14:46:50,049 - Key.enter
 2023-12-05 14:52:43,334 - 'i'
 2023-12-05 14:52:43,334 - 'i'
 2023-12-05 14:52:44,023 - 's'
 2023-12-05 14:52:44,023 - 's'
 2023-12-05 14:52:46,013 - Key.enter
 2023-12-05 14:52:46,013 - Key.enter
 2023-12-05 14:52:47,313 - 'l'
 2023-12-05 14:52:47,313 - 'l'
 2023-12-05 14:52:47,726 - 's'
 2023-12-05 14:52:47,726 - 's'
 2023-12-05 14:52:48,405 - Key.enter
 2023-12-05 14:52:48,405 - Key.enter
 2023-12-05 14:53:11,644 - Key.enter
 2023-12-05 14:53:11,644 - Key.enter
 2023-12-05 14:53:14,576 - 'p'
 2023-12-05 14:53:14,576 - 'p'
 2023-12-05 14:53:15,536 - 'y'
 2023-12-05 14:53:15,536 - 'y'
 2023-12-05 14:53:16,560 - 't'
 2023-12-05 14:53:16,560 - 't'
 2023-12-05 14:53:17,384 - Key.tab
 2023-12-05 14:53:17,384 - Key.tab
 2023-12-05 14:53:18,785 - Key.space
 2023-12-05 14:53:18,785 - Key.space
 2023-12-05 14:53:20,101 - 'm'
 2023-12-05 14:53:20,101 - 'm'
 2023-12-05 14:53:20,728 - 'a'
 2023-12-05 14:53:20,728 - 'a'
 2023-12-05 14:53:21,058 - Key.tab
 2023-12-05 14:53:21,058 - Key.tab
 2023-12-05 14:53:22,571 - Key.enter
 2023-12-05 14:53:22,571 - Key.enter
 2023-12-05 14:53:52,093 - Key.ctrl_l
 2023-12-05 14:53:52,093 - Key.ctrl_l
 2023-12-05 14:53:52,424 - '\x03'
 2023-12-05 14:53:52,424 - '\x03'
 2023-12-05 14:53:56,957 - Key.ctrl_l
 2023-12-05 14:53:56,957 - Key.ctrl_l
 2023-12-05 14:53:57,615 - '\x16'
 2023-12-05 14:53:57,615 - '\x16'
 2023-12-05 14:53:57,962 - Key.enter
 2023-12-05 14:53:57,962 - Key.enter
 2023-12-05 14:54:11,539 - Key.up
 2023-12-05 14:54:11,539 - Key.up
 2023-12-05 14:54:12,309 - Key.up
 2023-12-05 14:54:12,309 - Key.up
 2023-12-05 14:54:13,610 - Key.up
 2023-12-05 14:54:13,610 - Key.up
 2023-12-05 14:54:14,066 - Key.up
 2023-12-05 14:54:14,066 - Key.up
 2023-12-05 14:54:14,601 - Key.up
 2023-12-05 14:54:14,601 - Key.up
 2023-12-05 14:54:15,783 - Key.up
 2023-12-05 14:54:15,783 - Key.up
 2023-12-05 14:54:16,867 - Key.backspace
 2023-12-05 14:54:16,867 - Key.backspace
 2023-12-05 14:54:17,369 - Key.backspace
 2023-12-05 14:54:17,398 - Key.backspace
 2023-12-05 14:54:17,398 - Key.backspace
 2023-12-05 14:54:17,428 - Key.backspace
 2023-12-05 14:54:17,428 - Key.backspace
 2023-12-05 14:54:17,460 - Key.backspace
 2023-12-05 14:54:17,460 - Key.backspace
 2023-12-05 14:54:17,488 - Key.backspace
 2023-12-05 14:54:17,488 - Key.backspace
 2023-12-05 14:54:17,520 - Key.backspace
 2023-12-05 14:54:17,520 - Key.backspace
 2023-12-05 14:54:17,549 - Key.backspace
 2023-12-05 14:54:17,549 - Key.backspace
 2023-12-05 14:54:17,579 - Key.backspace
 2023-12-05 14:54:17,579 - Key.backspace
 2023-12-05 14:54:17,609 - Key.backspace
 2023-12-05 14:54:17,609 - Key.backspace
 2023-12-05 14:54:17,639 - Key.backspace
 2023-12-05 14:54:17,640 - Key.backspace
 2023-12-05 14:54:17,670 - Key.backspace
 2023-12-05 14:54:17,670 - Key.backspace
 2023-12-05 14:54:17,699 - Key.backspace
 2023-12-05 14:54:17,699 - Key.backspace
 2023-12-05 14:54:17,730 - Key.backspace
 2023-12-05 14:54:17,730 - Key.backspace
 2023-12-05 14:54:17,760 - Key.backspace
 2023-12-05 14:54:17,760 - Key.backspace
 2023-12-05 14:54:17,790 - Key.backspace
 2023-12-05 14:54:17,790 - Key.backspace
 2023-12-05 14:54:17,820 - Key.backspace
 2023-12-05 14:54:17,820 - Key.backspace
 2023-12-05 14:54:17,850 - Key.backspace
 2023-12-05 14:54:17,850 - Key.backspace
 2023-12-05 14:54:17,881 - Key.backspace
 2023-12-05 14:54:17,881 - Key.backspace
 2023-12-05 14:54:17,911 - Key.backspace
 2023-12-05 14:54:17,911 - Key.backspace
 2023-12-05 14:54:17,940 - Key.backspace
 2023-12-05 14:54:17,940 - Key.backspace
 2023-12-05 14:54:17,973 - Key.backspace
 2023-12-05 14:54:17,973 - Key.backspace
 2023-12-05 14:54:18,002 - Key.backspace
 2023-12-05 14:54:18,002 - Key.backspace
 2023-12-05 14:54:18,032 - Key.backspace
 2023-12-05 14:54:18,033 - Key.backspace
 2023-12-05 14:54:18,063 - Key.backspace
 2023-12-05 14:54:18,063 - Key.backspace
 2023-12-05 14:54:36,864 - 'd'
 2023-12-05 14:54:36,864 - 'd'
 2023-12-05 14:54:37,022 - 'e'
 2023-12-05 14:54:37,765 - 'f'
 2023-12-05 14:54:37,765 - 'f'
 2023-12-05 14:54:38,114 - 'e'
 2023-12-05 14:54:38,114 - 'e'
 2023-12-05 14:55:36,272 - 'p'
 2023-12-05 14:55:36,272 - 'p'
 2023-12-05 14:55:36,870 - 'y'
 2023-12-05 14:55:36,870 - 'y'
 2023-12-05 14:55:37,639 - Key.tab
 2023-12-05 14:55:37,639 - Key.tab
 2023-12-05 14:55:39,766 - Key.space
 2023-12-05 14:55:39,766 - Key.space
 2023-12-05 14:55:41,518 - 'm'
 2023-12-05 14:55:41,518 - 'm'
 2023-12-05 14:55:42,142 - 'a'
 2023-12-05 14:55:42,142 - 'a'
 2023-12-05 14:55:42,613 - Key.caps_lock
 2023-12-05 14:55:42,613 - Key.caps_lock
 2023-12-05 14:55:43,221 - Key.tab
 2023-12-05 14:55:43,221 - Key.tab
 2023-12-05 14:55:45,068 - Key.enter
 2023-12-05 14:55:45,068 - Key.enter
 2023-12-05 14:56:04,344 - 'p'
 2023-12-05 14:56:04,345 - 'p'
 2023-12-05 14:56:04,717 - 'i'
 2023-12-05 14:56:04,717 - 'i'
 2023-12-05 14:56:05,019 - 'p'
 2023-12-05 14:56:05,019 - 'p'
 2023-12-05 14:56:05,514 - Key.space
 2023-12-05 14:56:05,514 - Key.space
 2023-12-05 14:56:05,902 - 'i'
 2023-12-05 14:56:05,902 - 'i'
 2023-12-05 14:56:06,553 - 'n'
 2023-12-05 14:56:06,553 - 'n'
 2023-12-05 14:56:07,619 - 's'
 2023-12-05 14:56:07,619 - 's'
 2023-12-05 14:56:10,428 - 't'
 2023-12-05 14:56:10,429 - 't'
 2023-12-05 14:56:10,592 - 'a'
 2023-12-05 14:56:10,592 - 'a'
 2023-12-05 14:56:10,803 - 'l'
 2023-12-05 14:56:10,803 - 'l'
 2023-12-05 14:56:10,951 - 'l'
 2023-12-05 14:56:10,951 - 'l'
 2023-12-05 14:56:11,883 - Key.backspace
 2023-12-05 14:56:11,883 - Key.backspace
 2023-12-05 14:56:13,041 - 'l'
 2023-12-05 14:56:13,041 - 'l'
 2023-12-05 14:56:13,432 - Key.space
 2023-12-05 14:56:13,432 - Key.space
 2023-12-05 14:56:14,850 - 'p'
 2023-12-05 14:56:14,851 - 'p'
 2023-12-05 14:56:15,270 - 'y'
 2023-12-05 14:56:15,270 - 'y'
 2023-12-05 14:56:15,627 - 'n'
 2023-12-05 14:56:15,629 - 'n'
 2023-12-05 14:56:16,948 - 'p'
 2023-12-05 14:56:16,948 - 'p'
 2023-12-05 14:56:17,334 - 'u'
 2023-12-05 14:56:17,334 - 'u'
 2023-12-05 14:56:18,591 - 't'
 2023-12-05 14:56:18,591 - 't'
 2023-12-05 14:56:19,256 - Key.enter
 2023-12-05 14:56:19,256 - Key.enter
 2023-12-05 14:56:23,564 - Key.up
 2023-12-05 14:56:23,564 - Key.up
 2023-12-05 14:56:24,052 - Key.up
 2023-12-05 14:56:24,052 - Key.up
 2023-12-05 14:56:24,550 - Key.up
 2023-12-05 14:56:24,550 - Key.up
 2023-12-05 14:56:24,760 - Key.up
 2023-12-05 14:56:24,760 - Key.up
 2023-12-05 14:56:24,995 - Key.up
 2023-12-05 14:56:24,995 - Key.up
 2023-12-05 14:56:25,261 - Key.up
 2023-12-05 14:56:25,261 - Key.up
 2023-12-05 14:56:25,585 - Key.up
 2023-12-05 14:56:25,585 - Key.up
 2023-12-05 14:56:26,127 - Key.up
 2023-12-05 14:56:26,128 - Key.up
 2023-12-05 14:56:26,519 - Key.up
 2023-12-05 14:56:26,519 - Key.up
 2023-12-05 14:56:27,047 - Key.down
 2023-12-05 14:56:27,048 - Key.down
 2023-12-05 14:56:28,102 - Key.enter
 2023-12-05 14:56:28,102 - Key.enter
 2023-12-05 14:56:37,596 - Key.up
 2023-12-05 14:56:37,596 - Key.up
 2023-12-05 14:56:38,096 - Key.up
 2023-12-05 14:56:38,096 - Key.up
 2023-12-05 14:56:38,691 - Key.up
 2023-12-05 14:56:38,691 - Key.up
 2023-12-05 14:56:40,541 - Key.enter
 2023-12-05 14:56:40,541 - Key.enter
 2023-12-05 14:56:49,676 - Key.up
 2023-12-05 14:56:49,676 - Key.up
 2023-12-05 14:56:50,738 - Key.up
 2023-12-05 14:56:50,738 - Key.up
 2023-12-05 14:56:55,223 - Key.left
 2023-12-05 14:56:55,224 - Key.left
 2023-12-05 14:56:55,405 - Key.left
 2023-12-05 14:56:55,405 - Key.left
 2023-12-05 14:56:55,565 - Key.left
 2023-12-05 14:56:55,565 - Key.left
 2023-12-05 14:56:55,733 - Key.left
 2023-12-05 14:56:55,733 - Key.left
 2023-12-05 14:56:55,887 - Key.left
 2023-12-05 14:56:55,887 - Key.left
 2023-12-05 14:56:56,387 - Key.left
 2023-12-05 14:56:56,387 - Key.left
 2023-12-05 14:56:56,416 - Key.left
 2023-12-05 14:56:56,416 - Key.left
 2023-12-05 14:56:56,446 - Key.left
 2023-12-05 14:56:56,446 - Key.left
 2023-12-05 14:56:56,475 - Key.left
 2023-12-05 14:56:56,475 - Key.left
 2023-12-05 14:56:56,506 - Key.left
 2023-12-05 14:56:56,506 - Key.left
 2023-12-05 14:56:56,537 - Key.left
 2023-12-05 14:56:56,537 - Key.left
 2023-12-05 14:56:56,567 - Key.left
 2023-12-05 14:56:56,567 - Key.left
 2023-12-05 14:56:56,948 - Key.left
 2023-12-05 14:56:56,948 - Key.left
 2023-12-05 14:56:57,128 - Key.left
 2023-12-05 14:56:57,128 - Key.left
 2023-12-05 14:56:57,291 - Key.left
 2023-12-05 14:56:57,291 - Key.left
 2023-12-05 14:56:57,510 - Key.left
 2023-12-05 14:56:57,510 - Key.left
 2023-12-05 14:56:58,333 - Key.right
 2023-12-05 14:56:58,333 - Key.right
 2023-12-05 14:57:00,159 - Key.shift
 2023-12-05 14:57:00,159 - Key.shift
 2023-12-05 14:57:00,861 - '3'
 2023-12-05 14:57:00,862 - '3'
 2023-12-05 14:57:02,748 - Key.backspace
 2023-12-05 14:57:02,748 - Key.backspace
 2023-12-05 14:57:04,400 - '"'
 2023-12-05 14:57:04,400 - '"'
 2023-12-05 14:57:06,187 - Key.enter
 2023-12-05 14:57:06,187 - Key.enter
 2023-12-05 14:57:31,214 - Key.ctrl_l
 2023-12-05 14:57:31,214 - Key.ctrl_l
 2023-12-05 14:57:31,888 - '\x03'
 2023-12-05 14:57:31,889 - '\x03'
 2023-12-05 14:57:42,403 - Key.ctrl_l
 2023-12-05 14:57:42,403 - Key.ctrl_l
 2023-12-05 14:57:43,042 - '\x16'
 2023-12-05 14:57:43,043 - '\x16'
 2023-12-05 14:58:38,687 - Key.backspace
 2023-12-05 14:58:38,687 - Key.backspace
 2023-12-05 14:58:38,865 - Key.backspace
 2023-12-05 14:58:38,865 - Key.backspace
 2023-12-05 14:58:39,075 - Key.backspace
 2023-12-05 14:58:39,075 - Key.backspace
 2023-12-05 14:58:39,458 - Key.backspace
 2023-12-05 14:58:39,458 - Key.backspace
 2023-12-05 14:59:32,474 - 'p'
 2023-12-05 14:59:32,474 - 'p'
 2023-12-05 14:59:32,823 - 'y'
 2023-12-05 14:59:32,823 - 'y'
 2023-12-05 14:59:33,082 - 't'
 2023-12-05 14:59:33,328 - 'h'
 2023-12-05 14:59:33,328 - 'h'
 2023-12-05 14:59:33,732 - Key.backspace
 2023-12-05 14:59:33,888 - Key.backspace
 2023-12-05 14:59:34,049 - Key.backspace
 2023-12-05 14:59:34,218 - Key.backspace
 2023-12-05 14:59:34,307 - Key.caps_lock
 2023-12-05 14:59:34,675 - 'p'
 2023-12-05 14:59:34,676 - 'p'
 2023-12-05 14:59:35,007 - 'y'
 2023-12-05 14:59:35,188 - 't'
 2023-12-05 14:59:35,299 - 'h'
 2023-12-05 14:59:35,299 - 'h'
 2023-12-05 14:59:35,922 - 'o'
 2023-12-05 14:59:36,170 - 'n'
 2023-12-05 14:59:36,377 - Key.caps_lock
 2023-12-05 14:59:36,377 - Key.caps_lock
 2023-12-05 14:59:36,586 - '"'
 2023-12-05 14:59:36,586 - '"'
 2023-12-05 14:59:36,654 - Key.caps_lock
 2023-12-05 14:59:48,738 - Key.space
 2023-12-05 14:59:48,738 - Key.space
 2023-12-05 14:59:49,448 - 'm'
 2023-12-05 14:59:49,560 - 'a'
 2023-12-05 14:59:49,792 - 'i'
 2023-12-05 14:59:50,043 - 'n'
 2023-12-05 14:59:50,043 - 'n'
 2023-12-05 14:59:50,676 - Key.shift
 2023-12-05 14:59:51,266 - '.'
 2023-12-05 14:59:51,266 - '.'
 2023-12-05 14:59:51,759 - 'p'
 2023-12-05 14:59:52,111 - 'y'
 2023-12-05 14:59:53,368 - Key.enter
 2023-12-05 14:59:58,380 - 'p'
 2023-12-05 14:59:58,380 - 'p'
 2023-12-05 14:59:58,702 - 'y'
 2023-12-05 14:59:58,703 - 'y'
 2023-12-05 14:59:58,957 - 't'
 2023-12-05 14:59:59,180 - 'g'
 2023-12-05 14:59:59,181 - 'g'
 2023-12-05 14:59:59,182 - 'h'
 2023-12-05 14:59:59,183 - 'h'
 2023-12-05 14:59:59,654 - 'o'
 2023-12-05 14:59:59,868 - 'n'
 2023-12-05 15:00:00,040 - Key.caps_lock
 2023-12-05 15:00:00,040 - Key.caps_lock
 2023-12-05 15:00:01,494 - Key.backspace
 2023-12-05 15:00:01,676 - Key.backspace
 2023-12-05 15:00:01,676 - Key.backspace
 2023-12-05 15:00:01,856 - Key.backspace
 2023-12-05 15:00:02,081 - Key.backspace
 2023-12-05 15:00:16,382 - 'h'
 2023-12-05 15:00:16,382 - 'h'
 2023-12-05 15:00:17,249 - 'o'
 2023-12-05 15:00:17,641 - Key.backspace
 2023-12-05 15:00:17,811 - Key.backspace
 2023-12-05 15:00:18,382 - Key.caps_lock
 2023-12-05 15:00:18,770 - 'h'
 2023-12-05 15:00:19,106 - 'o'
 2023-12-05 15:00:19,339 - 'n'
 2023-12-05 15:00:19,494 - Key.caps_lock
 2023-12-05 15:00:19,779 - '"'
 2023-12-05 15:00:19,779 - '"'
 2023-12-05 15:00:19,890 - Key.caps_lock
 2023-12-05 15:00:20,256 - Key.space
 2023-12-05 15:00:21,158 - 'k'
 2023-12-05 15:00:21,285 - 'e'
 2023-12-05 15:00:21,528 - 'y'
 2023-12-05 15:00:21,934 - 'l'
 2023-12-05 15:00:22,148 - 'o'
 2023-12-05 15:00:22,957 - 'g'
 2023-12-05 15:00:23,312 - Key.shift
 2023-12-05 15:00:23,482 - '.'
 2023-12-05 15:00:23,920 - 't'
 2023-12-05 15:00:23,920 - 't'
 2023-12-05 15:00:24,092 - 'x'
 2023-12-05 15:00:24,195 - 't'
 2023-12-05 15:00:34,836 - Key.backspace
 2023-12-05 15:00:35,337 - Key.backspace
 2023-12-05 15:00:35,367 - Key.backspace
 2023-12-05 15:00:35,397 - Key.backspace
 2023-12-05 15:00:35,427 - Key.backspace
 2023-12-05 15:00:35,427 - Key.backspace
 2023-12-05 15:00:35,457 - Key.backspace
 2023-12-05 15:00:35,488 - Key.backspace
 2023-12-05 15:00:35,518 - Key.backspace
 2023-12-05 15:00:35,548 - Key.backspace
 2023-12-05 15:00:35,579 - Key.backspace
 2023-12-05 15:00:35,609 - Key.backspace
 2023-12-05 15:00:35,609 - Key.backspace
 2023-12-05 15:00:35,640 - Key.backspace
 2023-12-05 15:00:35,670 - Key.backspace
 2023-12-05 15:00:35,699 - Key.backspace
 2023-12-05 15:00:35,730 - Key.backspace
 2023-12-05 15:00:35,760 - Key.backspace
 2023-12-05 15:00:35,791 - Key.backspace
 2023-12-05 15:00:35,821 - Key.backspace
 2023-12-05 15:00:35,852 - Key.backspace
 2023-12-05 15:00:35,881 - Key.backspace
 2023-12-05 15:00:35,912 - Key.backspace
 2023-12-05 15:02:15,809 - Key.up
 2023-12-05 15:02:15,809 - Key.up
 2023-12-05 15:02:17,373 - Key.up
 2023-12-05 15:02:19,752 - Key.backspace
 2023-12-05 15:02:20,252 - Key.backspace
 2023-12-05 15:02:20,282 - Key.backspace
 2023-12-05 15:02:20,312 - Key.backspace
 2023-12-05 15:02:20,341 - Key.backspace
 2023-12-05 15:02:20,372 - Key.backspace
 2023-12-05 15:02:20,402 - Key.backspace
 2023-12-05 15:02:20,432 - Key.backspace
 2023-12-05 15:02:20,463 - Key.backspace
 2023-12-05 15:02:20,492 - Key.backspace
 2023-12-05 15:02:20,492 - Key.backspace
 2023-12-05 15:02:20,523 - Key.backspace
 2023-12-05 15:02:20,554 - Key.backspace
 2023-12-05 15:02:20,583 - Key.backspace
 2023-12-05 15:02:20,583 - Key.backspace
 2023-12-05 15:02:20,614 - Key.backspace
 2023-12-05 15:02:20,643 - Key.backspace
 2023-12-05 15:02:20,673 - Key.backspace
 2023-12-05 15:02:20,673 - Key.backspace
 2023-12-05 15:02:20,703 - Key.backspace
 2023-12-05 15:02:20,733 - Key.backspace
 2023-12-05 15:02:20,765 - Key.backspace
 2023-12-05 15:02:20,794 - Key.backspace
 2023-12-05 15:02:20,794 - Key.backspace
 2023-12-05 15:02:20,824 - Key.backspace
 2023-12-05 15:02:20,855 - Key.backspace
 2023-12-05 15:02:20,885 - Key.backspace
 2023-12-05 15:02:20,916 - Key.backspace
 2023-12-05 15:02:52,618 - Key.up
 2023-12-05 15:02:52,618 - Key.up
 2023-12-05 15:02:53,151 - Key.up
 2023-12-05 15:02:53,151 - Key.up
 2023-12-05 15:02:53,590 - Key.up
 2023-12-05 15:02:53,590 - Key.up
 2023-12-05 15:02:55,399 - Key.backspace
 2023-12-05 15:02:55,399 - Key.backspace
 2023-12-05 15:02:55,575 - Key.backspace
 2023-12-05 15:02:55,575 - Key.backspace
 2023-12-05 15:02:56,004 - Key.backspace
 2023-12-05 15:02:56,004 - Key.backspace
 2023-12-05 15:02:56,170 - Key.backspace
 2023-12-05 15:02:56,170 - Key.backspace
 2023-12-05 15:02:56,358 - Key.backspace
 2023-12-05 15:02:56,358 - Key.backspace
 2023-12-05 15:02:56,541 - Key.backspace
 2023-12-05 15:02:56,541 - Key.backspace
 2023-12-05 15:02:56,730 - Key.backspace
 2023-12-05 15:02:56,730 - Key.backspace
 2023-12-05 15:03:01,739 - 'k'
 2023-12-05 15:03:01,739 - 'k'
 2023-12-05 15:03:02,016 - 'z'
 2023-12-05 15:03:02,031 - 'z'
 2023-12-05 15:03:02,177 - 'y'
 2023-12-05 15:03:02,177 - 'y'
 2023-12-05 15:03:02,716 - Key.backspace
 2023-12-05 15:03:02,716 - Key.backspace
 2023-12-05 15:03:02,856 - Key.backspace
 2023-12-05 15:03:02,856 - Key.backspace
 2023-12-05 15:03:02,934 - 'e'
 2023-12-05 15:03:02,934 - 'e'
 2023-12-05 15:03:03,589 - 'y'
 2023-12-05 15:03:03,589 - 'y'
 2023-12-05 15:03:03,966 - 'l'
 2023-12-05 15:03:03,966 - 'l'
